Ref ID,Reference,Propellant type,Test #,Mass (kg),Fireball or Plume Distance (m),Measurement Distance (m),Burn time (sec),Peak flux (cal/cm^2/s),Av. flux (cal/cm^2/s),Type,Drum diameter (cm),Configuration,Notes
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",IMR5010,23,90.7,,20,30,0.035,0.021,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",IMR5010,23,90.7,,16,30,0.051,0.032,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",IMR5010,23,90.7,,12.8,30,0.078,0.044,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",IMR5010,23,90.7,,10,30,0.138,0.088,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",IMR5010,23,90.7,,8,30,0.188,0.122,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",IMR5010,23,90.7,,6.4,30,0.275,0.157,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,24,95.3,,20,15,0.155,0.07,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,24,95.3,,16,15,0.24,0.11,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,24,95.3,,12.8,15,0.348,0.169,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,24,95.3,,10,15,1.275,0.551,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,24,95.3,,8,15,0.738,0.352,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,25,95.3,,20,15,0.161,0.076,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,25,95.3,,16,15,0.249,0.117,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,25,95.3,,12.8,15,0.36,0.17,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,25,95.3,,10,15,1.15,0.494,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,25,95.3,,8,15,0.713,0.346,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,25,95.3,,6.4,15,1.425,0.665,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,26,99.8,,20,28,0.072,0.031,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,26,99.8,,16,28,0.111,0.051,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,26,99.8,,12.8,28,0.171,0.081,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,26,99.8,,10,28,0.625,0.287,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,26,99.8,,8,28,0.35,0.179,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,26,99.8,,6.4,28,0.875,0.418,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,27,99.8,,20,28,0.063,0.03,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,27,99.8,,16,28,0.108,0.051,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,27,99.8,,12.8,28,0.174,0.079,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,27,99.8,,10,28,0.7,0.33,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,27,99.8,,8,28,0.375,0.194,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,27,99.8,,6.4,28,0.75,0.426,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",IMR5010,28,181.4,,15,72,0.051,0.037,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",IMR5010,28,181.4,,15,72,0.051,0.04,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,29,199.6,,15,52,0.111,0.063,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,29,199.6,,15,52,0.111,0.068,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,30,190.5,,15,25,0.21,0.108,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,30,190.5,,15,25,0.246,0.127,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",IMR5010,31,45.4,,15,12,0.126,0.035,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",IMR5010,31,45.4,,15,12,0.126,0.036,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",IMR5010,31,45.4,,15,12,0.24,0.052,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,32,49.9,,15,10,0.285,0.068,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,32,49.9,,15,10,0.288,0.068,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,32,49.9,,15,10,0.48,0.14,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,33,47.6,,15,12,0.162,0.072,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,33,47.6,,15,12,0.168,0.073,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,33,47.6,,15,12,0.21,0.083,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",IMR5010,34,136.1,,15,16,0.288,0.072,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",IMR5010,34,136.1,,15,16,0.294,0.081,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",IMR5010,34,136.1,,15,16,0.324,0.086,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,35,149.7,,15,23,0.57,0.132,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,35,149.7,,15,23,0.588,0.132,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,35,149.7,,15,23,0.654,0.151,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,36,142.9,,15,19.5,0.36,0.083,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,36,142.9,,15,19.5,0.432,0.094,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,36,142.9,,15,19.5,0.576,0.155,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",IMR5010,37,362.9,,20,140,0.033,0.021,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",IMR5010,37,362.9,,15,140,0.06,0.04,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",IMR5010,37,362.9,,10,140,0.114,0.077,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,38,399.2,,20,95,0.111,0.045,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,38,399.2,,15,95,0.318,0.09,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-SP,38,399.2,,10,95,0.345,0.138,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,39,381,,20,45,0.135,0.09,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,39,381,,15,45,0.366,0.201,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",M1-8-MP,39,381,,10,45,0.42,0.252,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WC844,40,100,,15,62.6,0.052,0.009,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WC844,40,100,,15,62.6,0.062,0.014,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WC846,41,100,,15,215,0.029,0.011,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WC846,41,100,,15,215,0.073,0.025,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WC844,42,100,,15,161.7,0.043,0.01,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WC844,42,100,,15,161.7,0.052,0.013,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WCBlank,43,100,,15,65,0.22,0.05,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WCBlank,43,100,,15,65,0.233,0.06,Unconfined Burn (Test Data),60,,Barrel
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WC844,44,226.8,,15,165.3,0.09,0.013,Unconfined Burn (Test Data),,,Packaged
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WC844,44,226.8,,15,165.3,0.09,0.021,Unconfined Burn (Test Data),,,Packaged
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WC846,45,226.8,,15,44.2,0.13,0.09,Unconfined Burn (Test Data),,,Packaged
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WC846,45,226.8,,15,44.2,0.246,0.097,Unconfined Burn (Test Data),,,Packaged
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WCBlank,46,136.1,,15,21.9,0.351,0.042,Unconfined Burn (Test Data),,,Packaged
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WCBlank,46,136.1,,15,21.9,0.364,0.032,Unconfined Burn (Test Data),,,Packaged
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WCBlank,46,136.1,,15,21.9,0.437,0.032,Unconfined Burn (Test Data),,,Packaged
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WC844,47,136.1,,15,65.3,0.253,0.074,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WC844,47,136.1,,15,65.3,0.267,0.083,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WC844,47,136.1,,15,65.3,0.268,0.065,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WC846,48,136.1,,15,46.8,0.612,0.094,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WC846,48,136.1,,15,46.8,0.637,0.076,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WC846,48,136.1,,15,46.8,0.654,0.087,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WCBlank,49,54.4,,15,13.8,0.49,0.076,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WCBlank,49,54.4,,15,13.8,0.553,0.093,Unconfined Burn (Test Data),,,bonfire
1,"DDESB BOM ""SCALING STUDIES OF THERMAL RADIATION FLUX FROM BURNING PROPELLANTS"" Hay and Watson 1992",WCBlank,49,54.4,,15,13.8,0.604,0.091,Unconfined Burn (Test Data),,,bonfire
2,"TNO T 1022 ""Thermal Radiation of Fireworks"" 1984",Fireworks,1,4.5,,5,67.4,0.0583,0.022,Unconfined Burn (Test Data),,,estimated values for peak heat flux = average heat flux x 2.65; burn time from 10/(average heat flux_at_5m^0.5); total heat from average heat flux*r^2*burn time
2,"TNO T 1022 ""Thermal Radiation of Fireworks"" 1984",Fireworks,2,6.5,,5,41.9,0.15105,0.057,Unconfined Burn (Test Data),,,estimated values for peak heat flux = average heat flux x 2.65; burn time from 10/(average heat flux_at_5m^0.5); total heat from average heat flux*r^2*burn time
2,"TNO T 1022 ""Thermal Radiation of Fireworks"" 1984",Fireworks,3,6.7,,5,70.7,0.053,0.02,Unconfined Burn (Test Data),,,estimated values for peak heat flux = average heat flux x 2.65; burn time from 10/(average heat flux_at_5m^0.5); total heat from average heat flux*r^2*burn time
2,"TNO T 1022 ""Thermal Radiation of Fireworks"" 1984",Fireworks,4,7,,5,100,0.0265,0.01,Unconfined Burn (Test Data),,,estimated values for peak heat flux = average heat flux x 2.65; burn time from 10/(average heat flux_at_5m^0.5); total heat from average heat flux*r^2*burn time
2,"TNO T 1022 ""Thermal Radiation of Fireworks"" 1984",Fireworks,5,10,,5,100,0.0265,0.01,Unconfined Burn (Test Data),,,estimated values for peak heat flux = average heat flux x 2.65; burn time from 10/(average heat flux_at_5m^0.5); total heat from average heat flux*r^2*burn time
2,"TNO T 1022 ""Thermal Radiation of Fireworks"" 1984",Fireworks,6,13,,5,87.7,0.03445,0.013,Unconfined Burn (Test Data),,,estimated values for peak heat flux = average heat flux x 2.65; burn time from 10/(average heat flux_at_5m^0.5); total heat from average heat flux*r^2*burn time
2,"TNO T 1022 ""Thermal Radiation of Fireworks"" 1984",Fireworks,7,13,,5,32.6,0.2491,0.094,Unconfined Burn (Test Data),,,estimated values for peak heat flux = average heat flux x 2.65; burn time from 10/(average heat flux_at_5m^0.5); total heat from average heat flux*r^2*burn time
2,"TNO T 1022 ""Thermal Radiation of Fireworks"" 1984",Fireworks,8,60,,10,38.3,0.04505,0.017,Unconfined Burn (Test Data),,,estimated values for peak heat flux = average heat flux x 2.65; burn time from 10/(average heat flux_at_5m^0.5); total heat from average heat flux*r^2*burn time
2,"TNO T 1022 ""Thermal Radiation of Fireworks"" 1984",Fireworks,9,60,,10,35.4,0.053,0.02,Unconfined Burn (Test Data),,,estimated values for peak heat flux = average heat flux x 2.65; burn time from 10/(average heat flux_at_5m^0.5); total heat from average heat flux*r^2*burn time
2,"TNO T 1022 ""Thermal Radiation of Fireworks"" 1984",Fireworks,10,90,,10,18.4,0.1961,0.074,Unconfined Burn (Test Data),,,estimated values for peak heat flux = average heat flux x 2.65; burn time from 10/(average heat flux_at_5m^0.5); total heat from average heat flux*r^2*burn time
2,"TNO T 1022 ""Thermal Radiation of Fireworks"" 1984",Fireworks,11,92,,10,21.3,0.14575,0.055,Unconfined Burn (Test Data),,,estimated values for peak heat flux = average heat flux x 2.65; burn time from 10/(average heat flux_at_5m^0.5); total heat from average heat flux*r^2*burn time
2,"TNO T 1022 ""Thermal Radiation of Fireworks"" 1984",Fireworks,12,93,,10,18.6,0.1908,0.072,Unconfined Burn (Test Data),,,estimated values for peak heat flux = average heat flux x 2.65; burn time from 10/(average heat flux_at_5m^0.5); total heat from average heat flux*r^2*burn time
2,"TNO T 1022 ""Thermal Radiation of Fireworks"" 1984",Fireworks,13,93,,10,16.6,0.24115,0.091,Unconfined Burn (Test Data),,,estimated values for peak heat flux = average heat flux x 2.65; burn time from 10/(average heat flux_at_5m^0.5); total heat from average heat flux*r^2*burn time
2,"TNO T 1022 ""Thermal Radiation of Fireworks"" 1984",Fireworks,14,110,,10,31.6,0.06625,0.025,Unconfined Burn (Test Data),,,estimated values for peak heat flux = average heat flux x 2.65; burn time from 10/(average heat flux_at_5m^0.5); total heat from average heat flux*r^2*burn time
2,"TNO T 1022 ""Thermal Radiation of Fireworks"" 1984",Fireworks,15,110,,10,14.3,0.3233,0.122,Unconfined Burn (Test Data),,,estimated values for peak heat flux = average heat flux x 2.65; burn time from 10/(average heat flux_at_5m^0.5); total heat from average heat flux*r^2*burn time
2,"TNO T 1022 ""Thermal Radiation of Fireworks"" 1984",Fireworks,16,110,,10,13.2,0.37895,0.143,Unconfined Burn (Test Data),,,estimated values for peak heat flux = average heat flux x 2.65; burn time from 10/(average heat flux_at_5m^0.5); total heat from average heat flux*r^2*burn time
3,"DDESB IIT Research Institute R. Pape T. Waterman A. Takata ""Fire Hazards from Combustible Ammunition, Methodology Development (Phase I)"" 1980",M1,31,50,,9.1,14,1.72,0.422142857,Unconfined Burn (Test Data),,,total heat found from energy reported in cal/cm2 and then multiplying by 4piR2; average found from total and burn time
3,"DDESB IIT Research Institute R. Pape T. Waterman A. Takata ""Fire Hazards from Combustible Ammunition, Methodology Development (Phase I)"" 1980",M1,32,50,,9.1,12,1.488,0.361666667,Unconfined Burn (Test Data),,,total heat found from energy reported in cal/cm2 and then multiplying by 4piR2; average found from total and burn time
3,"DDESB IIT Research Institute R. Pape T. Waterman A. Takata ""Fire Hazards from Combustible Ammunition, Methodology Development (Phase I)"" 1980",M1,33,50,,14.5,13,0.45,0.186923077,Unconfined Burn (Test Data),,,total heat found from energy reported in cal/cm2 and then multiplying by 4piR2; average found from total and burn time
3,"DDESB IIT Research Institute R. Pape T. Waterman A. Takata ""Fire Hazards from Combustible Ammunition, Methodology Development (Phase I)"" 1980",WC844,34,70,,9.1,17,2.17,0.474117647,Unconfined Burn (Test Data),,,total heat found from energy reported in cal/cm2 and then multiplying by 4piR2; average found from total and burn time
3,"DDESB IIT Research Institute R. Pape T. Waterman A. Takata ""Fire Hazards from Combustible Ammunition, Methodology Development (Phase I)"" 1980",WC844,35,70,,9.1,28,1.52,0.188214286,Unconfined Burn (Test Data),,,total heat found from energy reported in cal/cm2 and then multiplying by 4piR2; average found from total and burn time
3,"DDESB IIT Research Institute R. Pape T. Waterman A. Takata ""Fire Hazards from Combustible Ammunition, Methodology Development (Phase I)"" 1980",WC844,36,70,,14.5,31,0.643,0.054516129,Unconfined Burn (Test Data),,,total heat found from energy reported in cal/cm2 and then multiplying by 4piR2; average found from total and burn time
3,"DDESB IIT Research Institute R. Pape T. Waterman A. Takata ""Fire Hazards from Combustible Ammunition, Methodology Development (Phase I)"" 1980",WC844,51,15.22,,4.3,54,0.006162,0.00237,Unconfined Burn (Test Data),,,peak heat flux is 2.6 x avg; total heat is the max of the test from the avg and burn time calc
3,"DDESB IIT Research Institute R. Pape T. Waterman A. Takata ""Fire Hazards from Combustible Ammunition, Methodology Development (Phase I)"" 1980",WC844,51,15.22,,2.4,54,0.0234,0.009,Unconfined Burn (Test Data),,,peak heat flux is 2.6 x avg; total heat is the max of the test from the avg and burn time calc
3,"DDESB IIT Research Institute R. Pape T. Waterman A. Takata ""Fire Hazards from Combustible Ammunition, Methodology Development (Phase I)"" 1980",WC844,51,15.22,,1.1,54,0.0223522,0.008597,Unconfined Burn (Test Data),,,peak heat flux is 2.6 x avg; total heat is the max of the test from the avg and burn time calc
3,"DDESB IIT Research Institute R. Pape T. Waterman A. Takata ""Fire Hazards from Combustible Ammunition, Methodology Development (Phase I)"" 1980",WC844,52,4.77,,4.3,48,0.006318,0.00243,Unconfined Burn (Test Data),,,peak heat flux is 2.6 x avg; total heat is the max of the test from the avg and burn time calc
3,"DDESB IIT Research Institute R. Pape T. Waterman A. Takata ""Fire Hazards from Combustible Ammunition, Methodology Development (Phase I)"" 1980",WC844,52,4.77,,2.4,48,0.024232,0.00932,Unconfined Burn (Test Data),,,peak heat flux is 2.6 x avg; total heat is the max of the test from the avg and burn time calc
